"Status","Date and Time","Response Time (ms)","Error","Location"
"up","03/24/2022 01:35:33 PM","256 ms","OK","Chicago 2 (IL)"
"up","03/24/2022 01:34:33 PM","473 ms","OK","San Francisco 2 (CA)"
"up","03/24/2022 01:33:33 PM","683 ms","OK","Thessaloniki (Greece)"
"up","03/24/2022 01:32:33 PM","560 ms","OK","Stockholm 2 (Sweden)"
"up","03/24/2022 01:31:33 PM","388 ms","OK","Los Angeles 3 (CA)"
"up","03/24/2022 01:30:33 PM","161 ms","OK","Philadelphia 2 (PA)"
"up","03/24/2022 01:29:33 PM","544 ms","OK","Portland 2 (OR)"
"up","03/24/2022 01:28:33 PM","551 ms","OK","Dusseldorf 2 (Germany)"
"up","03/24/2022 01:27:33 PM","496 ms","OK","London 5 (UK)"
"up","03/24/2022 01:26:33 PM","573 ms","OK","Warsaw (Poland)"
"up","03/24/2022 01:25:33 PM","219 ms","OK","Chicago 2 (IL)"
"up","03/24/2022 01:24:33 PM","425 ms","OK","San Francisco 2 (CA)"
"up","03/24/2022 01:23:33 PM","589 ms","OK","Thessaloniki (Greece)"
"up","03/24/2022 01:22:33 PM","498 ms","OK","Stockholm 2 (Sweden)"
"up","03/24/2022 01:21:33 PM","390 ms","OK","Los Angeles 3 (CA)"
"up","03/24/2022 01:20:33 PM","234 ms","OK","Philadelphia 2 (PA)"
"up","03/24/2022 01:19:33 PM","362 ms","OK","Portland 2 (OR)"
"up","03/24/2022 01:18:33 PM","522 ms","OK","Dusseldorf 2 (Germany)"
"up","03/24/2022 01:17:33 PM","416 ms","OK","London 5 (UK)"
"up","03/24/2022 01:16:33 PM","559 ms","OK","Warsaw (Poland)"
"up","03/24/2022 01:15:33 PM","245 ms","OK","Chicago 2 (IL)"
"up","03/24/2022 01:14:33 PM","481 ms","OK","San Francisco 2 (CA)"
"up","03/24/2022 01:13:33 PM","604 ms","OK","Thessaloniki (Greece)"
"up","03/24/2022 01:12:33 PM","571 ms","OK","Stockholm 2 (Sweden)"
"up","03/24/2022 01:11:33 PM","377 ms","OK","Los Angeles 3 (CA)"
"up","03/24/2022 01:10:33 PM","112 ms","OK","Philadelphia 2 (PA)"
"up","03/24/2022 01:09:33 PM","463 ms","OK","Portland 2 (OR)"
"up","03/24/2022 01:08:33 PM","548 ms","OK","Dusseldorf 2 (Germany)"
"up","03/24/2022 01:07:33 PM","421 ms","OK","London 5 (UK)"
"up","03/24/2022 01:06:33 PM","552 ms","OK","Warsaw (Poland)"
"up","03/24/2022 01:05:33 PM","201 ms","OK","Chicago 2 (IL)"
"up","03/24/2022 01:04:33 PM","384 ms","OK","San Francisco 2 (CA)"
"up","03/24/2022 01:03:33 PM","608 ms","OK","Thessaloniki (Greece)"
"up","03/24/2022 01:02:33 PM","528 ms","OK","Stockholm 2 (Sweden)"
"up","03/24/2022 01:01:33 PM","373 ms","OK","Los Angeles 3 (CA)"
"up","03/24/2022 01:00:33 PM","120 ms","OK","Philadelphia 2 (PA)"
"up","03/24/2022 12:59:33 PM","459 ms","OK","Portland 2 (OR)"
"up","03/24/2022 12:58:33 PM","512 ms","OK","Dusseldorf 2 (Germany)"
"up","03/24/2022 12:57:33 PM","500 ms","OK","London 5 (UK)"
"up","03/24/2022 12:56:33 PM","537 ms","OK","Warsaw (Poland)"
"up","03/24/2022 12:55:33 PM","191 ms","OK","Chicago 2 (IL)"
"up","03/24/2022 12:54:33 PM","515 ms","OK","San Francisco 2 (CA)"
"up","03/24/2022 12:53:33 PM","587 ms","OK","Thessaloniki (Greece)"
"up","03/24/2022 12:52:33 PM","586 ms","OK","Stockholm 2 (Sweden)"
"up","03/24/2022 12:51:33 PM","382 ms","OK","Los Angeles 3 (CA)"
"up","03/24/2022 12:50:33 PM","278 ms","OK","Philadelphia 2 (PA)"
"up","03/24/2022 12:49:33 PM","397 ms","OK","Portland 2 (OR)"
"up","03/24/2022 12:48:33 PM","620 ms","OK","Dusseldorf 2 (Germany)"
"up","03/24/2022 12:47:33 PM","571 ms","OK","London 5 (UK)"
"up","03/24/2022 12:46:33 PM","635 ms","OK","Warsaw (Poland)"
"up","03/24/2022 12:45:33 PM","239 ms","OK","Chicago 2 (IL)"
"up","03/24/2022 12:44:33 PM","377 ms","OK","San Francisco 2 (CA)"
"up","03/24/2022 12:43:33 PM","611 ms","OK","Thessaloniki (Greece)"
"up","03/24/2022 12:42:33 PM","505 ms","OK","Stockholm 2 (Sweden)"
"up","03/24/2022 12:41:33 PM","372 ms","OK","Los Angeles 3 (CA)"
"up","03/24/2022 12:40:33 PM","165 ms","OK","Philadelphia 2 (PA)"
"up","03/24/2022 12:39:33 PM","463 ms","OK","Portland 2 (OR)"
"up","03/24/2022 12:38:33 PM","561 ms","OK","Dusseldorf 2 (Germany)"
"up","03/24/2022 12:37:33 PM","478 ms","OK","London 5 (UK)"
"up","03/24/2022 12:36:33 PM","529 ms","OK","Warsaw (Poland)"
"up","03/24/2022 12:35:33 PM","238 ms","OK","Chicago 2 (IL)"
"up","03/24/2022 12:34:33 PM","555 ms","OK","San Francisco 2 (CA)"
"up","03/24/2022 12:33:33 PM","598 ms","OK","Thessaloniki (Greece)"
"up","03/24/2022 12:32:33 PM","572 ms","OK","Stockholm 2 (Sweden)"
"up","03/24/2022 12:31:33 PM","380 ms","OK","Los Angeles 3 (CA)"
"up","03/24/2022 12:30:33 PM","261 ms","OK","Philadelphia 2 (PA)"
"up","03/24/2022 12:29:33 PM","534 ms","OK","Portland 2 (OR)"
"up","03/24/2022 12:28:33 PM","537 ms","OK","Dusseldorf 2 (Germany)"
"up","03/24/2022 12:27:33 PM","534 ms","OK","London 5 (UK)"
"up","03/24/2022 12:26:33 PM","637 ms","OK","Warsaw (Poland)"
"up","03/24/2022 12:25:33 PM","181 ms","OK","Chicago 2 (IL)"
"up","03/24/2022 12:24:33 PM","473 ms","OK","San Francisco 2 (CA)"
"up","03/24/2022 12:23:33 PM","600 ms","OK","Thessaloniki (Greece)"
"up","03/24/2022 12:22:33 PM","558 ms","OK","Stockholm 2 (Sweden)"
"up","03/24/2022 12:21:33 PM","408 ms","OK","Los Angeles 3 (CA)"
"up","03/24/2022 12:20:33 PM","265 ms","OK","Philadelphia 2 (PA)"
"up","03/24/2022 12:19:33 PM","480 ms","OK","Portland 2 (OR)"
"up","03/24/2022 12:18:33 PM","531 ms","OK","Dusseldorf 2 (Germany)"
"up","03/24/2022 12:17:33 PM","486 ms","OK","London 5 (UK)"
"up","03/24/2022 12:16:33 PM","615 ms","OK","Warsaw (Poland)"
"up","03/24/2022 12:15:33 PM","245 ms","OK","Chicago 2 (IL)"
"up","03/24/2022 12:14:33 PM","507 ms","OK","San Francisco 2 (CA)"
"up","03/24/2022 12:13:33 PM","594 ms","OK","Thessaloniki (Greece)"
"up","03/24/2022 12:12:33 PM","560 ms","OK","Stockholm 2 (Sweden)"
"up","03/24/2022 12:11:33 PM","373 ms","OK","Los Angeles 3 (CA)"
"up","03/24/2022 12:10:33 PM","178 ms","OK","Philadelphia 2 (PA)"
"up","03/24/2022 12:09:33 PM","448 ms","OK","Portland 2 (OR)"
"up","03/24/2022 12:08:33 PM","513 ms","OK","Dusseldorf 2 (Germany)"
"up","03/24/2022 12:07:33 PM","535 ms","OK","London 5 (UK)"
"up","03/24/2022 12:06:33 PM","602 ms","OK","Warsaw (Poland)"
"up","03/24/2022 12:05:33 PM","458 ms","OK","Chicago 2 (IL)"
"up","03/24/2022 12:04:33 PM","483 ms","OK","San Francisco 2 (CA)"
"up","03/24/2022 12:03:33 PM","625 ms","OK","Thessaloniki (Greece)"
"up","03/24/2022 12:02:33 PM","567 ms","OK","Stockholm 2 (Sweden)"
"up","03/24/2022 12:01:33 PM","453 ms","OK","Los Angeles 3 (CA)"
"up","03/24/2022 12:00:33 PM","175 ms","OK","Philadelphia 2 (PA)"
"up","03/24/2022 11:59:33 AM","570 ms","OK","Portland 2 (OR)"
"up","03/24/2022 11:58:33 AM","570 ms","OK","Dusseldorf 2 (Germany)"
"up","03/24/2022 11:57:33 AM","441 ms","OK","London 5 (UK)"
"up","03/24/2022 11:56:33 AM","541 ms","OK","Warsaw (Poland)"
"up","03/24/2022 11:55:33 AM","227 ms","OK","Chicago 2 (IL)"
"up","03/24/2022 11:54:33 AM","476 ms","OK","San Francisco 2 (CA)"
"up","03/24/2022 11:53:33 AM","607 ms","OK","Thessaloniki (Greece)"
"up","03/24/2022 11:52:33 AM","546 ms","OK","Stockholm 2 (Sweden)"
"up","03/24/2022 11:51:33 AM","363 ms","OK","Los Angeles 3 (CA)"
"up","03/24/2022 11:50:33 AM","224 ms","OK","Philadelphia 2 (PA)"
"up","03/24/2022 11:49:33 AM","512 ms","OK","Portland 2 (OR)"
"up","03/24/2022 11:48:33 AM","518 ms","OK","Dusseldorf 2 (Germany)"
"up","03/24/2022 11:47:33 AM","557 ms","OK","London 5 (UK)"
"up","03/24/2022 11:46:33 AM","644 ms","OK","Warsaw (Poland)"
"up","03/24/2022 11:45:33 AM","234 ms","OK","Chicago 2 (IL)"
"up","03/24/2022 11:44:33 AM","546 ms","OK","San Francisco 2 (CA)"
"up","03/24/2022 11:43:33 AM","727 ms","OK","Thessaloniki (Greece)"
"up","03/24/2022 11:42:33 AM","549 ms","OK","Stockholm 2 (Sweden)"
"up","03/24/2022 11:41:33 AM","392 ms","OK","Los Angeles 3 (CA)"
"up","03/24/2022 11:40:33 AM","249 ms","OK","Philadelphia 2 (PA)"
"up","03/24/2022 11:39:33 AM","494 ms","OK","Portland 2 (OR)"
"up","03/24/2022 11:38:33 AM","487 ms","OK","Dusseldorf 2 (Germany)"
"up","03/24/2022 11:37:33 AM","337 ms","OK","London 5 (UK)"
"up","03/24/2022 11:36:33 AM","571 ms","OK","Warsaw (Poland)"
"up","03/24/2022 11:35:33 AM","203 ms","OK","Chicago 2 (IL)"
"up","03/24/2022 11:34:33 AM","533 ms","OK","San Francisco 2 (CA)"
"up","03/24/2022 11:33:33 AM","606 ms","OK","Thessaloniki (Greece)"
"up","03/24/2022 11:32:33 AM","617 ms","OK","Stockholm 2 (Sweden)"
"up","03/24/2022 11:31:33 AM","377 ms","OK","Los Angeles 3 (CA)"
"up","03/24/2022 11:30:33 AM","241 ms","OK","Philadelphia 2 (PA)"
"up","03/24/2022 11:29:33 AM","495 ms","OK","Portland 2 (OR)"
"up","03/24/2022 11:28:33 AM","525 ms","OK","Dusseldorf 2 (Germany)"
"up","03/24/2022 11:27:33 AM","434 ms","OK","London 5 (UK)"
"up","03/24/2022 11:26:33 AM","611 ms","OK","Warsaw (Poland)"
"up","03/24/2022 11:25:33 AM","206 ms","OK","Chicago 2 (IL)"
"up","03/24/2022 11:24:33 AM","502 ms","OK","San Francisco 2 (CA)"
"up","03/24/2022 11:23:33 AM","604 ms","OK","Thessaloniki (Greece)"
"up","03/24/2022 11:22:33 AM","610 ms","OK","Stockholm 2 (Sweden)"
"up","03/24/2022 11:21:33 AM","375 ms","OK","Los Angeles 3 (CA)"
"up","03/24/2022 11:20:33 AM","211 ms","OK","Philadelphia 2 (PA)"
"up","03/24/2022 11:19:33 AM","363 ms","OK","Portland 2 (OR)"
"up","03/24/2022 11:18:33 AM","598 ms","OK","Dusseldorf 2 (Germany)"
"up","03/24/2022 11:17:33 AM","516 ms","OK","London 5 (UK)"
"up","03/24/2022 11:16:33 AM","652 ms","OK","Warsaw (Poland)"
"up","03/24/2022 11:15:33 AM","203 ms","OK","Chicago 2 (IL)"
"up","03/24/2022 11:14:33 AM","410 ms","OK","San Francisco 2 (CA)"
"up","03/24/2022 11:13:33 AM","629 ms","OK","Thessaloniki (Greece)"
"up","03/24/2022 11:12:33 AM","595 ms","OK","Stockholm 2 (Sweden)"
"up","03/24/2022 11:11:33 AM","375 ms","OK","Los Angeles 3 (CA)"
"up","03/24/2022 11:10:33 AM","254 ms","OK","Philadelphia 2 (PA)"
"up","03/24/2022 11:09:33 AM","384 ms","OK","Portland 2 (OR)"
"up","03/24/2022 11:08:33 AM","555 ms","OK","Dusseldorf 2 (Germany)"
"up","03/24/2022 11:07:33 AM","417 ms","OK","London 5 (UK)"
"up","03/24/2022 11:06:33 AM","634 ms","OK","Warsaw (Poland)"
"up","03/24/2022 11:05:33 AM","244 ms","OK","Chicago 2 (IL)"
"up","03/24/2022 11:04:33 AM","558 ms","OK","San Francisco 2 (CA)"
"up","03/24/2022 11:03:33 AM","629 ms","OK","Thessaloniki (Greece)"
"up","03/24/2022 11:02:33 AM","606 ms","OK","Stockholm 2 (Sweden)"
"up","03/24/2022 11:01:33 AM","383 ms","OK","Los Angeles 3 (CA)"
"up","03/24/2022 11:00:33 AM","203 ms","OK","Philadelphia 2 (PA)"
"up","03/24/2022 10:59:33 AM","479 ms","OK","Portland 2 (OR)"
"up","03/24/2022 10:58:33 AM","449 ms","OK","Dusseldorf 2 (Germany)"
"up","03/24/2022 10:57:33 AM","453 ms","OK","London 5 (UK)"
"up","03/24/2022 10:56:33 AM","645 ms","OK","Warsaw (Poland)"
"up","03/24/2022 10:55:33 AM","222 ms","OK","Chicago 2 (IL)"
"up","03/24/2022 10:54:33 AM","508 ms","OK","San Francisco 2 (CA)"
"up","03/24/2022 10:53:33 AM","595 ms","OK","Thessaloniki (Greece)"
"up","03/24/2022 10:52:33 AM","620 ms","OK","Stockholm 2 (Sweden)"
"up","03/24/2022 10:51:33 AM","368 ms","OK","Los Angeles 3 (CA)"
"up","03/24/2022 10:50:33 AM","320 ms","OK","Philadelphia 2 (PA)"
"up","03/24/2022 10:49:33 AM","508 ms","OK","Portland 2 (OR)"
"up","03/24/2022 10:48:33 AM","552 ms","OK","Dusseldorf 2 (Germany)"
"up","03/24/2022 10:47:33 AM","512 ms","OK","London 5 (UK)"
"up","03/24/2022 10:46:33 AM","625 ms","OK","Warsaw (Poland)"
"up","03/24/2022 10:45:33 AM","254 ms","OK","Chicago 2 (IL)"
"up","03/24/2022 10:44:33 AM","546 ms","OK","San Francisco 2 (CA)"
"up","03/24/2022 10:43:33 AM","593 ms","OK","Thessaloniki (Greece)"
"up","03/24/2022 10:42:33 AM","512 ms","OK","Stockholm 2 (Sweden)"
"up","03/24/2022 10:41:33 AM","364 ms","OK","Los Angeles 3 (CA)"
"up","03/24/2022 10:40:33 AM","183 ms","OK","Philadelphia 2 (PA)"
"up","03/24/2022 10:39:33 AM","509 ms","OK","Portland 2 (OR)"
"up","03/24/2022 10:38:33 AM","533 ms","OK","Dusseldorf 2 (Germany)"
"up","03/24/2022 10:37:33 AM","521 ms","OK","London 5 (UK)"
"up","03/24/2022 10:36:33 AM","714 ms","OK","Warsaw (Poland)"
"up","03/24/2022 10:35:33 AM","199 ms","OK","Chicago 2 (IL)"
"up","03/24/2022 10:34:33 AM","513 ms","OK","San Francisco 2 (CA)"
"up","03/24/2022 10:33:33 AM","597 ms","OK","Thessaloniki (Greece)"
"up","03/24/2022 10:32:33 AM","530 ms","OK","Stockholm 2 (Sweden)"
"up","03/24/2022 10:31:33 AM","373 ms","OK","Los Angeles 3 (CA)"
"up","03/24/2022 10:30:33 AM","272 ms","OK","Philadelphia 2 (PA)"
"up","03/24/2022 10:29:33 AM","466 ms","OK","Portland 2 (OR)"
"up","03/24/2022 10:28:33 AM","538 ms","OK","Dusseldorf 2 (Germany)"
"up","03/24/2022 10:27:33 AM","452 ms","OK","London 5 (UK)"
"up","03/24/2022 10:26:33 AM","617 ms","OK","Warsaw (Poland)"
"up","03/24/2022 10:25:33 AM","199 ms","OK","Chicago 2 (IL)"
"up","03/24/2022 10:24:33 AM","575 ms","OK","San Francisco 2 (CA)"
"up","03/24/2022 10:23:33 AM","604 ms","OK","Thessaloniki (Greece)"
"up","03/24/2022 10:22:33 AM","628 ms","OK","Stockholm 2 (Sweden)"
"up","03/24/2022 10:21:33 AM","387 ms","OK","Los Angeles 3 (CA)"
"up","03/24/2022 10:20:33 AM","227 ms","OK","Philadelphia 2 (PA)"
"up","03/24/2022 10:19:33 AM","568 ms","OK","Portland 2 (OR)"
"up","03/24/2022 10:18:33 AM","565 ms","OK","Dusseldorf 2 (Germany)"
"up","03/24/2022 10:17:33 AM","496 ms","OK","London 5 (UK)"
"up","03/24/2022 10:16:33 AM","685 ms","OK","Warsaw (Poland)"
"up","03/24/2022 10:15:33 AM","233 ms","OK","Chicago 2 (IL)"
"up","03/24/2022 10:14:33 AM","463 ms","OK","San Francisco 2 (CA)"
"up","03/24/2022 10:13:33 AM","652 ms","OK","Thessaloniki (Greece)"
"up","03/24/2022 10:12:33 AM","594 ms","OK","Stockholm 2 (Sweden)"
"up","03/24/2022 10:11:33 AM","402 ms","OK","Los Angeles 3 (CA)"
"up","03/24/2022 10:10:33 AM","161 ms","OK","Philadelphia 2 (PA)"
"up","03/24/2022 10:09:33 AM","475 ms","OK","Portland 2 (OR)"
"up","03/24/2022 10:08:33 AM","534 ms","OK","Dusseldorf 2 (Germany)"
"up","03/24/2022 10:07:33 AM","442 ms","OK","London 5 (UK)"
"up","03/24/2022 10:06:33 AM","611 ms","OK","Warsaw (Poland)"
"up","03/24/2022 10:05:33 AM","189 ms","OK","Chicago 2 (IL)"
"up","03/24/2022 10:04:33 AM","493 ms","OK","San Francisco 2 (CA)"
"up","03/24/2022 10:03:33 AM","597 ms","OK","Thessaloniki (Greece)"
"up","03/24/2022 10:02:33 AM","644 ms","OK","Stockholm 2 (Sweden)"
"up","03/24/2022 10:01:33 AM","377 ms","OK","Los Angeles 3 (CA)"
"up","03/24/2022 10:00:33 AM","187 ms","OK","Philadelphia 2 (PA)"
"up","03/24/2022 09:59:33 AM","365 ms","OK","Portland 2 (OR)"
"up","03/24/2022 09:58:33 AM","512 ms","OK","Dusseldorf 2 (Germany)"
"up","03/24/2022 09:57:33 AM","541 ms","OK","London 5 (UK)"
"up","03/24/2022 09:56:33 AM","651 ms","OK","Warsaw (Poland)"
"up","03/24/2022 09:55:33 AM","199 ms","OK","Chicago 2 (IL)"
"up","03/24/2022 09:54:33 AM","425 ms","OK","San Francisco 2 (CA)"
"up","03/24/2022 09:53:33 AM","627 ms","OK","Thessaloniki (Greece)"
"up","03/24/2022 09:52:33 AM","597 ms","OK","Stockholm 2 (Sweden)"
"up","03/24/2022 09:51:33 AM","373 ms","OK","Los Angeles 3 (CA)"
"up","03/24/2022 09:50:33 AM","243 ms","OK","Philadelphia 2 (PA)"
"up","03/24/2022 09:49:33 AM","468 ms","OK","Portland 2 (OR)"
"up","03/24/2022 09:48:33 AM","555 ms","OK","Dusseldorf 2 (Germany)"
"up","03/24/2022 09:47:33 AM","471 ms","OK","London 5 (UK)"
"up","03/24/2022 09:46:33 AM","554 ms","OK","Warsaw (Poland)"
"up","03/24/2022 09:45:33 AM","196 ms","OK","Chicago 2 (IL)"
"up","03/24/2022 09:44:33 AM","499 ms","OK","San Francisco 2 (CA)"
"up","03/24/2022 09:43:33 AM","604 ms","OK","Thessaloniki (Greece)"
"up","03/24/2022 09:42:33 AM","512 ms","OK","Stockholm 2 (Sweden)"
"up","03/24/2022 09:41:33 AM","371 ms","OK","Los Angeles 3 (CA)"
"up","03/24/2022 09:40:33 AM","137 ms","OK","Philadelphia 2 (PA)"
"up","03/24/2022 09:39:33 AM","482 ms","OK","Portland 2 (OR)"
"up","03/24/2022 09:38:33 AM","536 ms","OK","Dusseldorf 2 (Germany)"
"up","03/24/2022 09:37:33 AM","437 ms","OK","London 5 (UK)"
"up","03/24/2022 09:36:33 AM","702 ms","OK","Warsaw (Poland)"
"up","03/24/2022 09:35:33 AM","254 ms","OK","Chicago 2 (IL)"
"up","03/24/2022 09:34:33 AM","414 ms","OK","San Francisco 2 (CA)"
"up","03/24/2022 09:33:33 AM","602 ms","OK","Thessaloniki (Greece)"
"up","03/24/2022 09:32:33 AM","563 ms","OK","Stockholm 2 (Sweden)"
"up","03/24/2022 09:31:33 AM","342 ms","OK","Los Angeles 3 (CA)"
"up","03/24/2022 09:30:33 AM","256 ms","OK","Philadelphia 2 (PA)"
"up","03/24/2022 09:29:33 AM","602 ms","OK","Portland 2 (OR)"
"up","03/24/2022 09:28:33 AM","569 ms","OK","Dusseldorf 2 (Germany)"
"up","03/24/2022 09:27:33 AM","465 ms","OK","London 5 (UK)"
"up","03/24/2022 09:26:33 AM","641 ms","OK","Warsaw (Poland)"
"up","03/24/2022 09:25:33 AM","200 ms","OK","Chicago 2 (IL)"
"up","03/24/2022 09:24:33 AM","390 ms","OK","San Francisco 2 (CA)"
"up","03/24/2022 09:23:33 AM","592 ms","OK","Thessaloniki (Greece)"
"up","03/24/2022 09:22:33 AM","567 ms","OK","Stockholm 2 (Sweden)"
"up","03/24/2022 09:21:33 AM","370 ms","OK","Los Angeles 3 (CA)"
"up","03/24/2022 09:20:33 AM","170 ms","OK","Philadelphia 2 (PA)"
"up","03/24/2022 09:19:33 AM","383 ms","OK","Portland 2 (OR)"
"up","03/24/2022 09:18:33 AM","529 ms","OK","Dusseldorf 2 (Germany)"
"up","03/24/2022 09:17:33 AM","493 ms","OK","London 5 (UK)"
"up","03/24/2022 09:16:33 AM","532 ms","OK","Warsaw (Poland)"
"up","03/24/2022 09:15:33 AM","194 ms","OK","Chicago 2 (IL)"
"up","03/24/2022 09:14:33 AM","426 ms","OK","San Francisco 2 (CA)"
"up","03/24/2022 09:13:33 AM","635 ms","OK","Thessaloniki (Greece)"
"up","03/24/2022 09:12:33 AM","599 ms","OK","Stockholm 2 (Sweden)"
"up","03/24/2022 09:11:33 AM","399 ms","OK","Los Angeles 3 (CA)"
"up","03/24/2022 09:10:33 AM","134 ms","OK","Philadelphia 2 (PA)"
"up","03/24/2022 09:09:33 AM","534 ms","OK","Portland 2 (OR)"
"up","03/24/2022 09:08:33 AM","562 ms","OK","Dusseldorf 2 (Germany)"
"up","03/24/2022 09:07:33 AM","520 ms","OK","London 5 (UK)"
"up","03/24/2022 09:06:33 AM","582 ms","OK","Warsaw (Poland)"
"up","03/24/2022 09:05:33 AM","226 ms","OK","Chicago 2 (IL)"
"up","03/24/2022 09:04:33 AM","363 ms","OK","San Francisco 2 (CA)"
"up","03/24/2022 09:03:33 AM","618 ms","OK","Thessaloniki (Greece)"
"up","03/24/2022 09:02:33 AM","523 ms","OK","Stockholm 2 (Sweden)"
"up","03/24/2022 09:01:33 AM","374 ms","OK","Los Angeles 3 (CA)"
"up","03/24/2022 09:00:33 AM","276 ms","OK","Philadelphia 2 (PA)"
"up","03/24/2022 08:59:33 AM","461 ms","OK","Portland 2 (OR)"
"up","03/24/2022 08:58:33 AM","621 ms","OK","Dusseldorf 2 (Germany)"
"up","03/24/2022 08:57:33 AM","623 ms","OK","London 5 (UK)"
"up","03/24/2022 08:56:33 AM","637 ms","OK","Warsaw (Poland)"
"up","03/24/2022 08:55:33 AM","374 ms","OK","Chicago 2 (IL)"
"up","03/24/2022 08:54:33 AM","448 ms","OK","San Francisco 2 (CA)"
"up","03/24/2022 08:53:33 AM","590 ms","OK","Thessaloniki (Greece)"
"up","03/24/2022 08:52:33 AM","539 ms","OK","Stockholm 2 (Sweden)"
"up","03/24/2022 08:51:33 AM","367 ms","OK","Los Angeles 3 (CA)"
"up","03/24/2022 08:50:33 AM","206 ms","OK","Philadelphia 2 (PA)"
"up","03/24/2022 08:49:33 AM","577 ms","OK","Portland 2 (OR)"
"up","03/24/2022 08:48:33 AM","576 ms","OK","Dusseldorf 2 (Germany)"
"up","03/24/2022 08:47:33 AM","617 ms","OK","London 5 (UK)"
"up","03/24/2022 08:46:33 AM","663 ms","OK","Warsaw (Poland)"
"up","03/24/2022 08:45:33 AM","290 ms","OK","Chicago 2 (IL)"
"up","03/24/2022 08:44:33 AM","534 ms","OK","San Francisco 2 (CA)"
"up","03/24/2022 08:43:33 AM","606 ms","OK","Thessaloniki (Greece)"
"up","03/24/2022 08:42:33 AM","570 ms","OK","Stockholm 2 (Sweden)"
"up","03/24/2022 08:41:33 AM","377 ms","OK","Los Angeles 3 (CA)"
"up","03/24/2022 08:40:33 AM","288 ms","OK","Philadelphia 2 (PA)"
"up","03/24/2022 08:39:33 AM","445 ms","OK","Portland 2 (OR)"
"up","03/24/2022 08:38:33 AM","466 ms","OK","Dusseldorf 2 (Germany)"
"up","03/24/2022 08:37:33 AM","690 ms","OK","London 5 (UK)"
"up","03/24/2022 08:36:33 AM","519 ms","OK","Warsaw (Poland)"
"up","03/24/2022 08:35:33 AM","230 ms","OK","Chicago 2 (IL)"
"up","03/24/2022 08:34:33 AM","548 ms","OK","San Francisco 2 (CA)"
"up","03/24/2022 08:33:33 AM","601 ms","OK","Thessaloniki (Greece)"
"up","03/24/2022 08:32:33 AM","562 ms","OK","Stockholm 2 (Sweden)"
"up","03/24/2022 08:31:33 AM","361 ms","OK","Los Angeles 3 (CA)"
"up","03/24/2022 08:30:33 AM","226 ms","OK","Philadelphia 2 (PA)"
"up","03/24/2022 08:29:33 AM","475 ms","OK","Portland 2 (OR)"
"up","03/24/2022 08:28:33 AM","541 ms","OK","Dusseldorf 2 (Germany)"
"up","03/24/2022 08:27:33 AM","477 ms","OK","London 5 (UK)"
"up","03/24/2022 08:26:33 AM","605 ms","OK","Warsaw (Poland)"
"up","03/24/2022 08:25:33 AM","228 ms","OK","Chicago 2 (IL)"
"up","03/24/2022 08:24:33 AM","530 ms","OK","San Francisco 2 (CA)"
"up","03/24/2022 08:23:33 AM","652 ms","OK","Thessaloniki (Greece)"
"up","03/24/2022 08:22:33 AM","547 ms","OK","Stockholm 2 (Sweden)"
"up","03/24/2022 08:21:33 AM","361 ms","OK","Los Angeles 3 (CA)"
"up","03/24/2022 08:20:33 AM","261 ms","OK","Philadelphia 2 (PA)"
"up","03/24/2022 08:19:33 AM","382 ms","OK","Portland 2 (OR)"
"up","03/24/2022 08:18:33 AM","533 ms","OK","Dusseldorf 2 (Germany)"
"up","03/24/2022 08:17:33 AM","425 ms","OK","London 5 (UK)"
"up","03/24/2022 08:16:33 AM","558 ms","OK","Warsaw (Poland)"
"up","03/24/2022 08:15:33 AM","235 ms","OK","Chicago 2 (IL)"
"up","03/24/2022 08:14:33 AM","448 ms","OK","San Francisco 2 (CA)"
"up","03/24/2022 08:13:33 AM","604 ms","OK","Thessaloniki (Greece)"
"up","03/24/2022 08:12:33 AM","507 ms","OK","Stockholm 2 (Sweden)"
"up","03/24/2022 08:11:33 AM","372 ms","OK","Los Angeles 3 (CA)"
"up","03/24/2022 08:10:33 AM","130 ms","OK","Philadelphia 2 (PA)"
"up","03/24/2022 08:09:33 AM","522 ms","OK","Portland 2 (OR)"
"up","03/24/2022 08:08:33 AM","533 ms","OK","Dusseldorf 2 (Germany)"
"up","03/24/2022 08:07:33 AM","515 ms","OK","London 5 (UK)"
"up","03/24/2022 08:06:33 AM","571 ms","OK","Warsaw (Poland)"
"up","03/24/2022 08:05:33 AM","224 ms","OK","Chicago 2 (IL)"
"up","03/24/2022 08:04:33 AM","439 ms","OK","San Francisco 2 (CA)"
"up","03/24/2022 08:03:33 AM","617 ms","OK","Thessaloniki (Greece)"
"up","03/24/2022 08:02:33 AM","572 ms","OK","Stockholm 2 (Sweden)"
"up","03/24/2022 08:01:33 AM","502 ms","OK","Los Angeles 3 (CA)"
"up","03/24/2022 08:00:33 AM","153 ms","OK","Philadelphia 2 (PA)"
"up","03/24/2022 07:59:33 AM","559 ms","OK","Portland 2 (OR)"
"up","03/24/2022 07:58:33 AM","504 ms","OK","Dusseldorf 2 (Germany)"
"up","03/24/2022 07:57:33 AM","410 ms","OK","London 5 (UK)"
"up","03/24/2022 07:56:33 AM","599 ms","OK","Warsaw (Poland)"
"up","03/24/2022 07:55:33 AM","266 ms","OK","Chicago 2 (IL)"
"up","03/24/2022 07:54:33 AM","409 ms","OK","San Francisco 2 (CA)"
